artist,track_name,track_id,release_year,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence
D. Imman,Nanbiye,6PmFCzYt9fJlh1MlKLcpFs,2020,266250,49,0.388,0.405,0.661,0,0.111,-4.897,0.0335,108.03,4,0.583
Anirudh Ravichander,"Nenjame (From ""Doctor"")",491DwnBb3MA8RzyA2E0Skt,2020,256500,56,0.26,0.45,0.647,5.80E-05,0.402,-9.067,0.0835,139.933,4,0.122
D. Imman,Yen Aala Paakkaporaen,6jMYtDR7a7OdjNSiOWDCg7,2014,216160,33,0.233,0.72,0.578,5.33E-06,0.0928,-4.084,0.03,129.985,4,0.417
D. Imman,Un Mele Oru Kannu,0f1tNC3hsXlgvjEZzOGkjF,2016,271475,35,0.474,0.787,0.699,0,0.0989,-4.364,0.0345,122.032,4,0.553
D. Imman,Othasada Rosa,3ek4i7xESAvqi19axgjAoH,2016,280352,28,0.192,0.582,0.915,0,0.188,-4.204,0.142,167.951,4,0.828
D. Imman,Onnavitta Yarum Yenakila - Version 2,0QbUfOdejdYzHWrOYNap3I,2018,277362,31,0.339,0.503,0.814,0,0.0803,-3.771,0.0359,83.822,4,0.608
D. Imman,Machakkanni,12hNPI3FM21rEs8aor8niw,2018,251924,37,0.189,0.706,0.785,0,0.116,-3.609,0.0497,121.98,4,0.889
D. Imman,Mailaanji,1brYo3VrdQD8eXrBChRI4L,2019,243078,0,0.523,0.32,0.747,0,0.153,-5.78,0.156,194.888,3,0.571
D. Imman,Unkoodave Porakkanum (Brother’s Version),2u34GaDA1aVWnu9foJOqlQ,2019,260825,0,0.179,0.486,0.799,0,0.146,-5.674,0.0475,82.982,4,0.349
D. Imman,Gaandakannazhagi,09gF0NaAEeO7PDi72EU8lr,2019,243521,0,0.138,0.736,0.876,0,0.118,-3.623,0.127,127.955,4,0.931
G. V. Prakash,Naan Pudicha Mosakuttiyae,2feEcBqaFrCnYhK8btHXlB,2015,255320,36,0.382,0.821,0.534,0.000665,0.233,-6.705,0.0381,107.053,4,0.648
Yuvan Shankar Raja,Kaadhal Vaithu,6MnXtzaXUOYQ3SbPuqpZaz,2007,309000,8,0.0268,0.659,0.776,0.0674,0.197,-8,0.0373,100.247,4,0.669
Harris Jayaraj,Yedho Ondru,73C5Q80RK1T5CA68F6foTl,2020,336962,60,0.164,0.709,0.535,0,0.0877,-8.152,0.0357,99.965,4,0.749
Yuvan Shankar Raja,Kambathu Ponnu,7s8UULMrFE2iq5dvHwzrNr,2018,215000,53,0.319,0.826,0.735,5.01E-06,0.086,-4.198,0.105,89.999,4,0.892
Siddhu Kumar,Aazhi Soozhndha,1VMXz8WddV7AUkUOY2Q90z,2019,208695,57,0.584,0.655,0.443,0,0.0871,-11.892,0.0311,114.972,1,0.593
A.R. Rahman,Little Little,6Crs0KY6mHL9e1YEKNYUAl,2021,257439,47,0.107,0.646,0.553,0.007,0.0815,-7.448,0.154,103.416,3,0.696
A.R. Rahman,Nenjae Yezhu,33iY77PeBCX5WosXbg9aZf,2013,283120,48,0.492,0.609,0.532,5.87E-05,0.0852,-8.175,0.0269,81.007,4,0.396
Pritam,Kalank (Title Track),6vo7Y1iWyZvpjvFbf6BiZ5,2019,311186,73,0.524,0.57,0.55,3.73E-05,0.0921,-8.343,0.035,117.999,4,0.435
A.R. Rahman,Agar Tum Saath Ho,3hkC9EHFZNQPXrtl8WPHnX,2015,341054,72,0.557,0.562,0.519,0.000268,0.172,-8.744,0.0326,122.925,4,0.415
G. V. Prakash,Vaamma Duraiyamma,23Vtq1pcWGzt9ZIdaATIHr,2010,291413,43,0.737,0.758,0.411,0.0173,0.111,-12.704,0.113,94.96,4,0.597
G. V. Prakash,Aaruyire,1kEBn42BGm8y3nQUjQvUve,2010,370613,48,0.619,0.537,0.393,0.00928,0.0873,-14.671,0.0406,96.95,4,0.26
Ilaiyaraaja,Unna Vida,7j6Cb59M9yOq3aw4fmDzQj,2003,385226,57,0.49,0.712,0.439,0.000179,0.0873,-11.056,0.0332,120.016,4,0.491
A.R. Rahman,Parandhu Sella Vaa,0vfRg5DMHxy2MIK0EaDMEv,2015,291669,42,0.475,0.705,0.402,7.86E-05,0.0897,-13.675,0.0826,81.027,4,0.711
Amaal Mallik,Phir Kabhi,4jk4CaqBMBbMZhf3PuR1ai,2016,287422,61,0.614,0.405,0.665,0,0.525,-5.498,0.0328,81.921,4,0.404
Amaal Mallik,Jab Tak,35RWttZt8zGGzT0mWtlXpn,2016,174039,63,0.858,0.299,0.447,0.000314,0.097,-7.862,0.0383,121.723,4,0.321
D. Imman,Adadaa Ithuyenna,5pFFMHKMZJMPicfAVnvDaj,2016,292894,36,0.223,0.419,0.609,0,0.0884,-3.948,0.0308,80.042,4,0.246
D. Imman,Pona Usuru Vanthurichu,10eHq0shtqQxcBDggf0kxy,2016,273448,49,0.405,0.575,0.683,0,0.252,-3.583,0.0347,124.931,4,0.623
Harris Jayaraj,Thodu Vaanam,4HDzsx1dJKbuL0YkffBuBm,2014,315213,61,0.394,0.628,0.551,0,0.178,-6.841,0.0612,136.899,4,0.385
Leon James,"Haiyo Haiyo (From ""Oh My Kadavule"")",0b4C8AiF7eVbZCNGFrx1rv,2019,209002,40,0.347,0.872,0.757,0,0.0483,-4.805,0.0782,123.007,4,0.849
G. V. Prakash Kumar,Minnalgal Koothadum,3h0W7VWNFZsll7EHTAQWlh,2021,409547,56,0.0821,0.729,0.448,0.00071,0.0749,-9.929,0.0391,110.053,4,0.593
G. V. Prakash,Adada Song,2J7oTngMDJrjq7eVk1pswG,2014,84864,37,0.925,0.457,0.295,0.000866,0.124,-10.48,0.032,93.595,4,0.278
G. V. Prakash,Arrival at the Airport,1upz3RuW3MuhmepHxYNxMl,2014,74132,36,0.812,0.307,0.225,0.000825,0.157,-9.02,0.0355,137.776,4,0.279
G. V. Prakash,Climax,1wBjvJntj6Y3EdAVAOTvd3,2014,143747,35,0.667,0.249,0.611,0.00785,0.338,-6.764,0.0338,125.775,3,0.542
G. V. Prakash,Fits Bit,111NjTEP0FytpKJC6LYflz,2014,101203,28,0.0379,0.448,0.368,0.969,0.114,-10.823,0.0303,123.993,4,0.28
Anirudh Ravichander,Tak Bak - The Tak Bak of Tamizh,4Nj2j4aduePwidmUg3JQGI,2015,154908,44,0.364,0.779,0.654,0.000548,0.0648,-9.662,0.0584,110.001,4,0.814
Devi Sri Prasad,Kannmoodi Thirakkum,02nM7NSe8voroYswzE6PNd,2021,339445,58,0.0861,0.762,0.562,0.00148,0.0416,-11.63,0.0811,94.958,4,0.506
Harris Jayaraj,Unnaale Unnaale,1RQw9ruSPj5Is7OzqG09Zs,2006,283373,60,0.364,0.784,0.629,2.40E-06,0.0941,-9.754,0.0424,101.016,4,0.843
Harris Jayaraj,Siru Siru,4Z9WowB5Q5B3VfqeTOOGrI,2006,89590,54,0.0261,0.757,0.472,0,0.165,-10.531,0.0957,94.883,4,0.636
Sanam,Hai Apna Dil To Aawara,0gWQyG8QoBmB3HmvGugBWH,2016,200689,53,0.0267,0.745,0.605,0,0.098,-7.091,0.0299,115.942,4,0.963
Vivek - Mervin,Jigidi Killaadi,6t7oTudS2q6OFVhCXHaL4x,2019,218915,44,0.0727,0.858,0.786,5.92E-06,0.0539,-4.359,0.0495,95.002,4,0.511
Vivek - Mervin,A Mothers Love - Instrumental Theme,0dOI1i0Uaox5zXR21B1PiK,2019,114923,33,0.83,0.519,0.38,0.828,0.127,-8.844,0.0303,130.031,3,0.422
G. V. Prakash,Veyyon Silli,3lKfblrmg9wwRbK6y8EUkl,2020,303381,47,0.191,0.67,0.6,0,0.168,-9.251,0.0397,120.006,3,0.66
G. V. Prakash,Kaattu Payale,3umai3byVVIwSfEZEUY7PJ,2020,246000,54,0.33,0.708,0.632,0.000257,0.36,-8.376,0.202,78.946,4,0.487
A.R. Rahman,Kalayil Dinavum,2t8JaEKZmBFewxQW4iFb7P,2004,263493,55,0.682,0.595,0.417,0,0.0923,-10.152,0.0347,89.874,4,0.549
G. V. Prakash,Yaaro Ivan,4LIJn3SG7mCCNKQc6vyy5S,2013,283906,55,0.74,0.699,0.496,0.000347,0.112,-7.88,0.0479,82.008,4,0.75
Devi Sri Prasad,Yeppadi Irruntha,3SqFwkThWNoyIiU62aDpTz,2008,265221,51,0.3,0.819,0.812,0,0.0749,-3.902,0.136,105.003,4,0.839
Harris Jayaraj,Asku Laska,3PzkxdshpgSkWrEeVqTsDe,2011,380995,57,0.143,0.803,0.795,3.80E-05,0.0706,-7.429,0.0337,99.008,4,0.749
Santhosh Dhayanidhi,Raati - Madras Gig,35ao2ZiLc7e3Qztk0fGX88,2018,235000,54,0.207,0.643,0.684,2.29E-05,0.182,-7.559,0.0553,145.532,3,0.798
Harris Jayaraj,En Frienda Pola,1TgVIOdcdsPx1sXyVE6aDz,2011,237191,47,0.0538,0.891,0.594,1.19E-05,0.165,-7.151,0.056,97.999,4,0.836
Harris Jayaraj,Nalla Nanban,3fwcv1Wd0Ry35gvWiELG0e,2011,263575,46,0.569,0.471,0.296,0.00151,0.0954,-10.081,0.0272,82.975,4,0.267
Harris Jayaraj,Yendhan Kan Munne,1oXvv9qbvwoQI8TQoDLyDO,2011,129593,49,0.69,0.511,0.312,0,0.0985,-10.012,0.0277,96.904,4,0.29
Yuvan Shankar Raja,Oh Shala Oh Shala,3P6zRJ409f09GI1iNwjcpa,2010,254033,63,0.0754,0.717,0.624,0.000762,0.0989,-7.096,0.0381,159.926,4,0.472
A.R. Rahman,Tum Tak,1wnozUBSe7OMpmZiTPJC5j,2013,304466,65,0.676,0.72,0.621,0,0.0679,-9.773,0.0491,114.987,4,0.566
Harris Jayaraj,Manjal Veyil,3thTnjlxZZG5XB4jU0bqKs,2006,355986,6,0.018,0.905,0.641,3.01E-05,0.205,-8.235,0.0498,119.953,4,0.885
Anirudh Ravichander,I am Always Free,6zIHBoPuKF3cCzhkLSEKgM,2020,42999,27,0.694,0.651,0.27,0.972,0.648,-10.061,0.0331,150.418,3,0.953
Vidyasagar,Katrin Mozhiye - Female,6rm1fm5n1QEP0HWYBzMH6B,2007,352200,44,0.238,0.463,0.59,0.000654,0.0811,-10.613,0.0349,80.896,4,0.298
D. Imman,"Ammukuttiye (From ""Gemini Ganeshanum Suruli Raajanum"")",5wddrYj0RYMHwMh7QmP2wV,2017,260446,19,0.0891,0.692,0.6,0,0.351,-5.376,0.0261,110.06,3,0.688
Jeyasuriyaa Jeyakumar,3 (Moonu) Bike ride BGM,4LExGBP42QYfkQYNiY9SA0,2022,111516,32,0.376,0.318,0.238,0.835,0.177,-15.722,0.0321,142.204,3,0.488
Santhosh Narayanan,Nillayo,6s6evoMsDwWqjTvqbvbs5F,2016,252688,46,0.776,0.664,0.451,0.000181,0.149,-6.95,0.0278,144.919,3,0.304
Shankar-Ehsaan-Loy,Mast Magan,3uL1IBFhg52VcQqOwAG01E,2014,280161,68,0.606,0.659,0.774,0.000333,0.185,-7.014,0.0372,82.995,4,0.883
Various Artists,Jal Jal Jal Oosai - Soundtrack Version,4tU15AbFbtTSScUXJ2G28O,2012,285026,45,0.706,0.429,0.692,9.15E-06,0.0942,-5.982,0.129,79.218,3,0.655
Pradeep Kumar,"Agasatha - From ""Cuckoo""",2rzp40lRHA4zMjeHXK0jOf,2018,297783,39,0.928,0.546,0.33,2.46E-06,0.154,-9.346,0.0283,129.924,4,0.569
Yuvan Shankar Raja,Aanandha Yaazhai,1vKbVB1nOAVxUtqmNAstLw,2013,217000,48,0.784,0.768,0.335,0,0.105,-8.132,0.0378,120.011,1,0.65
Rajesh Murugesan,Kadhal Yennulle,5eoah7D3oxCqz6n0clmC0I,2013,281906,49,0.163,0.638,0.581,2.76E-05,0.061,-7.36,0.0255,103.907,4,0.613
Harish Jayaraj,Thillu Mullu,7fcDqbzesqhS4KZLTO4QVc,2015,361560,0,0.0299,0.829,0.731,8.63E-05,0.1,-4.481,0.0409,121.987,4,0.891
A.R. Rahman,Snehidhane,5p0EV9zCL2PDbRciPXFCw1,2000,293986,57,0.353,0.77,0.345,1.44E-06,0.0707,-14.694,0.0403,104.034,4,0.495
Bharathwaj,Unnai Naan,1Ft2NPSOqCNkQwCMHX25ul,2003,296931,1,0.0515,0.633,0.575,4.23E-05,0.0769,-11.603,0.0603,156.002,3,0.693
Harris Jayaraj,"Kulu Kulu Venpanipola (From ""Engeyum Kadhal"")",5GDhzaWLzWnfS8KH4OgMyR,2021,62334,42,0.519,0.513,0.36,4.17E-06,0.116,-13.54,0.0511,116.72,4,0.751
Chinmayi,"Enadhuyire (From ""Bheema"")",50tSJbvj1bcvarL6rttvLQ,2013,284373,53,0.274,0.661,0.641,1.61E-05,0.0673,-7.039,0.0331,119.996,4,0.538
Amaal Mallik,Konjam -1,6FMejF2EAWQlgGBRNyptbg,2016,173686,53,0.901,0.485,0.422,0.0398,0.096,-8.266,0.0337,121.908,4,0.309
Nivas K Prasanna,Konji Pesida Venaam,5QoCBy9eUHYkeWpEpzAud9,2016,226784,57,0.187,0.756,0.661,6.26E-06,0.0774,-5.769,0.0972,88.001,4,0.635
Devi Sri Prasad,"Feel My Love (From ""Kutty"")",4o8WCJcjnzepWGvzLoi6EJ,2013,295493,34,0.122,0.771,0.737,8.62E-05,0.287,-4.91,0.0885,99.964,4,0.709
Ghibran,"Enthaaraa Enthaaraa - From ""Thirumanam Ennum Nikkah""",5Jq6Ev7WYvcPgphHYDXv0S,2017,279928,58,0.695,0.595,0.759,0.000307,0.123,-5.623,0.0321,104.997,3,0.391
Anirudh Ravichander,Ey Inge Paaru,1J5lU9Mndqr74V7yVT8vgm,2016,117788,48,0.0667,0.754,0.837,5.87E-05,0.609,-4.098,0.0942,95.023,4,0.823
Vishal Chandrashekhar,Shoot the Kuruvi,3gG9hw4A7sWQP6sdNGJvEA,2015,262244,40,0.24,0.697,0.566,0,0.432,-5.668,0.0635,120.017,4,0.488
Anirudh Ravichander,The Birthday Gift,1J6KpagEEujmMSdwYIFrpu,2020,46032,33,0.134,0.466,0.573,0.931,0.533,-9.534,0.0325,140.047,4,0.913
Anirudh Ravichander,Shalini's Phone Call,45gOvVVUHaPRgPRV6Ys7MX,2020,48865,31,0.507,0.583,0.288,0.75,0.563,-6.701,0.0297,150.422,3,0.907
Various Artists,Venmathiye,1JVfJe7LQSePY6EyF1fBUX,2001,326960,62,0.192,0.837,0.351,1.48E-06,0.35,-14.189,0.049,124.009,4,0.466
G. V. Prakash,Life Is Beautiful,100mqLAIIpLIzPJdLu5IWs,2011,104386,37,0.0135,0.479,0.314,1.10E-05,0.113,-8.297,0.0319,79.947,3,0.451
G. V. Prakash,Vizhigalil Oru Vaanavil,4ccJUGIKd3Ul2IUYetNlWB,2011,362533,54,0.716,0.697,0.464,0.0112,0.0457,-8.832,0.0254,108.994,4,0.382
Mithoon,Tum Hi Ho,56zZ48jdyY2oDXHVnwg5Di,2013,261974,70,0.785,0.528,0.449,0,0.122,-6.25,0.025,94.058,4,0.317
G. V. Prakash,Sol Sol,0RqViQKzXLC3Kl2TaGG062,2013,349053,38,0.431,0.818,0.555,0,0.217,-8.986,0.0557,130.011,4,0.523
Thaman S,Enna Oru Enna Oru,4Qo48d2lrzBgcWk1DVsmap,2013,270186,36,0.779,0.756,0.675,0.00113,0.187,-6.742,0.0363,139.997,4,0.85
Harris Jayaraj,Nenje Nenje,1ChcgTQZdf9ngSgZ9dmILP,2022,344234,55,0.493,0.669,0.509,0.000268,0.0804,-8.594,0.0277,114.969,4,0.376
Harris Jayaraj,Vizhi Moodi,0lZ0BOfkjnBslRqTJgCBop,2022,332266,60,0.119,0.739,0.375,0,0.0863,-9.36,0.0541,90.952,4,0.581
Various Artists,Kanna Veesi,58ys6AEobZzd9e5ctW4Vm2,2020,171974,61,0.696,0.598,0.48,0,0.104,-8.205,0.0511,157.082,3,0.303
Sam C.S.,Saayaali,33ZIrplTLyWCKhlWzRadxL,2018,308021,44,0.243,0.673,0.619,3.88E-06,0.0769,-5.969,0.0296,115.045,3,0.406
Anirudh Ravichander,Maanja,4MpoN62mWhG4XpKABncXcH,2014,283476,37,0.447,0.684,0.75,4.15E-06,0.0919,-4.952,0.161,159.946,4,0.919
Anirudh Ravichander,First Sight - Background Score,7erpYDh90C0YBPcMqdSXJg,2016,99999,42,0.83,0.235,0.18,0.817,0.23,-17.576,0.0463,74.372,4,0.279
Vivek - Mervin,"Sandakari Neethan (From ""Sangathamizhan"")",2HMHzctE8A400bsLxcWwya,2019,250000,50,0.321,0.446,0.657,0,0.387,-6.595,0.0544,62.675,4,0.444
D. Imman,Sandakkaari,4WrHph4cyjY2nx0DzPVSoX,2018,269528,42,0.0838,0.781,0.832,0,0.0985,-4.023,0.0607,133.945,3,0.959
Sean Roldan,The Romance Of Power Paandi - Venpani Malare (Male),6otrmULyvY7cm2SkqkeZMB,2017,233333,0,0.795,0.647,0.426,0.00175,0.125,-10.983,0.0477,89.931,4,0.512
Sean Roldan,The Youth Of Power Paandi - Paarthen,1UZvAkjZpMLfY0IfMcVgg9,2017,183758,0,0.46,0.575,0.531,0.00014,0.111,-7.432,0.0702,169.832,4,0.663
Anirudh Ravichander,Udhungada Sangu,24GlSNySJ9tAwkvZPuVb63,2016,209640,59,0.22,0.449,0.802,0,0.0654,-5.55,0.1,86.086,3,0.741
Harris Jayaraj,Adadaa Oru,0qvPW7SLN6DJko6K1WYgpz,2012,226200,41,0.296,0.728,0.825,4.69E-05,0.113,-6.123,0.0258,91.993,4,0.463
Harris Jayaraj,Kannai Vittu,6cxo3Hsiy17OYbRaIoZeCG,2016,364786,53,0.454,0.679,0.643,0.000673,0.103,-4.881,0.0448,92.939,4,0.336
Various Artists,Pattamarangal,6QWf8cc8EXpSqjcCnTvy65,2019,196050,46,0.297,0.559,0.825,0,0.101,-4.962,0.0491,103.059,4,0.42
Harris Jayaraj,Paartha Mudhal,3dtn58YibpSmNtH4KHuIX9,2006,368053,7,0.0852,0.811,0.545,5.11E-05,0.113,-8.673,0.0387,108.011,4,0.786
Rajesh Murugesan,Red Velvet,1cq47f4Kamb9RvC6ce62dq,2015,70008,43,0.24,0.228,0.395,1.42E-06,0.191,-8.052,0.0436,89.634,1,0.46
Yuvan Shankar Raja,Oru Naalil,3eVkn2lYFVq8vZNDR0gf1Z,2005,382066,7,0.301,0.72,0.533,2.39E-05,0.0773,-6.43,0.0407,80,4,0.75
Yuvan Shankar Raja,Loosu Pennae,3hw1iGc2WAhHG4DFPcu80r,2006,407447,9,0.499,0.669,0.53,0.000484,0.099,-6.827,0.126,192.383,4,0.522
Govind Vasantha,"Kaathalae Kaathalae - From ""96""",09d7oLdf8yepEkOh6XXRf3,2018,193666,52,0.926,0.301,0.248,0.0373,0.051,-12.885,0.0332,94.637,4,0.0689
Leon James,"Friendship Anthem (From ""Oh My Kadavule"")",1sZonxsyhGgySb3V2cEql8,2019,232560,40,0.084,0.715,0.666,1.28E-06,0.38,-5.715,0.0297,124.998,4,0.901
Santhosh Narayanan,Kaathellam,5YPRNP0c9KiZSMJDVL3h0x,2019,223770,45,0.428,0.645,0.303,3.82E-06,0.4,-9.792,0.0588,120.9,4,0.675
Ilaiyaraaja,Sattru Munbu,72L76gSR9yAkjSRlsj15Sz,2012,357560,48,0.81,0.534,0.399,0.000603,0.171,-8.84,0.0267,108.883,4,0.212
Maragadhamani,Veesum Velichathile,5yo69xWiKVruEG2hiXDioP,2012,188940,40,0.524,0.69,0.448,0.00011,0.121,-9.072,0.034,81.983,4,0.36
Maragadhamani,Konjam Konjam,5znDWzrpVvqilnHUOeW8yQ,2012,247431,35,0.357,0.66,0.578,0.00881,0.114,-11.881,0.0504,168.082,4,0.693
D. Imman,Ayayayoo Aananthamey,7wBZF3nBfrKlIZ0bEwtw5a,2012,264600,43,0.45,0.66,0.756,0,0.0422,-5.637,0.0393,119.93,3,0.778
D. Imman,Sollitaley Ava Kaadhala,4H5TGjyk4AHSxgqRjqWQf1,2012,273706,47,0.479,0.492,0.705,3.63E-05,0.169,-4.157,0.0461,75.11,4,0.467
D. Imman,Nee Yeppo Pulla,60Xc3m5YMJlKWwhCUzRMoU,2012,240773,44,0.158,0.583,0.696,0,0.135,-5.457,0.0745,180.046,4,0.707
Harris Jayaraj,Azhiyilae,3KBWL2chyDLZwQQWVbg9JO,2008,164000,39,0.686,0.839,0.291,0.0122,0.0897,-11.262,0.0671,131.833,5,0.59
D. Imman,Unna Ippo Paakkanum,38b3fqEmG5wYSfGAwfyrrT,2014,266400,34,0.286,0.649,0.564,0,0.088,-4.759,0.029,122.922,4,0.236
Santhosh Narayanan,Aasai Oru Pulveli,3eLF7e1ODaSX82yKUOuV3i,2011,230268,53,0.786,0.595,0.279,0.000313,0.138,-8.837,0.03,115.92,4,0.204
Harris Jayaraj,Venpaniye,0Bmsyr5cSBRdls7yFswkhL,2011,326666,46,0.362,0.702,0.426,0.000138,0.0654,-10.732,0.0259,93.012,4,0.425
A.R. Rahman,Kalaarasiga,7kvlhTrxrB84Pq169LHKsB,2013,291013,41,0.152,0.696,0.782,0,0.177,-7.641,0.129,90.959,4,0.674
Yuvan Shankar Raja,Eno Kangal,7yAouv6yqznyohGmh9JjDi,2005,329186,0,0.216,0.779,0.749,1.06E-05,0.065,-8.671,0.0452,109.995,4,0.798
D. Imman,Oruthi Maelae,5cNyuNl5rVoICzqmQyLDXw,2014,263360,38,0.587,0.675,0.54,0,0.0916,-5.144,0.0523,117.727,4,0.531
D. Imman,Naetru Naan,6f71j2NvGIP4tC4rYca5jj,2014,101000,35,0.735,0.676,0.63,0,0.0792,-5.657,0.0445,120.015,3,0.21
N.R. Raghunanthan,Kona Kondakari,70693JY8eUtdybBX30Imfb,2013,274000,52,0.395,0.861,0.633,0.000308,0.104,-6.702,0.193,119.999,4,0.81
Taajnoor,Kaiveesum,2moQ16Jfirklpcqs28t0eS,2015,257142,41,0.775,0.553,0.381,0,0.173,-6.173,0.0254,94.509,3,0.213
Kaushik Krish,Seiley Seiley,5II3Ts5TAisnjtRDzLktNV,2020,228000,33,0.37,0.44,0.839,0,0.0729,-5.067,0.346,179.631,3,0.351
Yuvan Shankar Raja,Va Va Nilava,0WsrXGGgS019oXTosbXxNQ,2010,283764,49,0.339,0.785,0.595,0.00442,0.116,-7.047,0.0878,84.947,4,0.798
Santhosh Narayanan,Desaandhiri,6d3Pr5my5JGrf4DvWUxvy8,2019,223362,44,0.566,0.606,0.456,0,0.211,-10.075,0.0331,103.379,4,0.403
Various Artists,Verenna (Ivan Yaro),1XTEmKvJNskIc72sfS4zNA,2001,324938,51,0.268,0.814,0.463,1.92E-05,0.139,-14.498,0.0787,97.991,4,0.656
N.R. Raghunanthan,Para Para,5uhAAyQlgzOgghJp5XSigQ,2012,319026,51,0.862,0.79,0.467,2.10E-05,0.188,-5.321,0.0387,119.946,3,0.742
A.R. Rahman,Anbendru Mazhaieley Agilangal,6EqYMKNzq6EcUPRgp6HJ9F,1997,218120,47,0.148,0.246,0.0599,0.000434,0.13,-21.396,0.0524,86.838,3,0.0335
A.R. Rahman,Khwaja Mere Khwaja,4Zuei1UAP5pB5ovra9dnnp,2007,416573,55,0.239,0.565,0.55,0,0.132,-8.003,0.0333,122.06,4,0.26
Ilaiyaraaja,Janani Janani,0GnUDz6S4qMrdSq6m5Lu7Y,1984,390866,26,0.978,0.448,0.606,0.00842,0.379,-8.881,0.0321,93.117,4,0.657
A.R. Rahman,Maula Wa Sallim,126RQd1JP3WIK4b8ebUpF8,2015,192389,33,0.946,0.543,0.124,0,0.126,-13.151,0.0338,76.879,4,0.202
Santhosh Narayanan,Maya Nadhi,3unti8bdiV2N4wzFTtR4EF,2016,275042,55,0.715,0.682,0.305,0.00363,0.0907,-10.925,0.0415,135.861,4,0.404
D. Imman,Koodamela Koodavechi,102YVYHLNfgkfQP3qvDqsD,2013,300373,56,0.324,0.694,0.695,0,0.177,-5.035,0.0276,120.057,4,0.668
Various Artists,Bombay Theme 2,5OPaoZbc6qzWuWJKj8lsOx,2021,80637,23,0.822,0.107,0.221,0.0393,0.0559,-17.567,0.0368,82.282,4,0.23
G. V. Prakash,"Anbe Anbe (From ""Darling"")",574l9w5SXLkCwit4crik9c,2014,376348,4,0.298,0.595,0.712,0.000119,0.0846,-5.365,0.0252,89.973,4,0.128
Vivek - Mervin,Nenjukulla Nee,1VBkQidkoJXhQPJsAvSkNP,2014,298760,57,0.313,0.503,0.884,2.49E-06,0.0861,-4.756,0.108,119.861,4,0.75
Yuvan Shankar Raja,"Naan Aval Illai (From ""Masss"")",7lnPyb6z3v6pXsC89K9g54,2015,276000,2,0.344,0.634,0.624,1.46E-05,0.0675,-6.043,0.0417,129.977,4,0.361
Shankar-Ehsaan-Loy,Unnai Kaanadhu Naan,3cKMq4aFrfWV0DQzYbaxdi,2012,337133,50,0.374,0.502,0.643,0,0.227,-7.629,0.0603,127.25,3,0.628
Harris Jayaraj,Ennai Konjum,1M2x5Qu14L6B3rHHq37EiN,2003,356040,52,0.128,0.843,0.726,1.71E-05,0.177,-5.966,0.0345,113.997,4,0.837
Anirudh Ravichander,Naan Pizhai,6lQ7RWoymp53169COo4fLN,2022,243570,46,0.594,0.407,0.484,0,0.124,-8.436,0.0287,150.041,3,0.497
Ab1shanth,Oru Paarvaiyil,1nlGaMJwjnPJhp9MMqAecJ,2022,96000,36,0.825,0.662,0.377,0.000103,0.154,-8.494,0.0303,119.988,4,0.668
Ab1shanth,Oru Kal,2uJAtN1IUQFTFkD47d4W8d,2022,306000,35,0.0636,0.779,0.74,0.496,0.13,-7.077,0.0328,119.997,4,0.372
D. Imman,Pidikkudhae,5KX6Wq4oyOejdBDmEoeuQJ,2014,267266,39,0.201,0.677,0.697,4.14E-06,0.156,-3.906,0.0316,142.471,3,0.743
G. V. Prakash,A Walk to Remember Theme,3GKKpDPycK1kD2izQ06JW3,2015,89196,23,0.0519,0.493,0.457,0.00185,0.118,-7.013,0.0332,60.05,4,0.212
Leon James,Arjun Wins Anu in the Court - Background Score,0kd1UlUeU5LrEYkrY2Hl7U,2020,127750,33,0.664,0.173,0.394,0.000506,0.244,-6.974,0.0338,157.837,3,0.186
D. Imman,Chella Kutty (Bonus Track),1OsZLm7mcp7budvRLBiHaB,2016,66426,53,0.505,0.621,0.737,0,0.349,-5.757,0.0332,116.989,3,0.817
Pradeep Kumar,Idhayam Love (Megamo Aval),1t99uhmctVeG4FbC5giRCM,2017,291121,57,0.777,0.296,0.298,6.60E-06,0.0909,-10.167,0.0295,178.292,4,0.243
Harris Jayaraj,Yamma Yamma,1dmTEETgoWQVeNZb1g8dZc,2011,366506,61,0.699,0.581,0.431,4.65E-05,0.134,-10.364,0.0353,88.809,4,0.446
Yuvan Shankar Raja,Pogadhe,5BYyEjrCDVqtppYcxsXqZs,2007,330400,8,0.724,0.655,0.518,2.80E-06,0.145,-8.084,0.0349,80.152,4,0.122
D. Imman,Kannaana Kanney,2Ss8KZSmCN9AL2E0AD2MoL,2020,270086,50,0.517,0.556,0.616,0,0.217,-4.755,0.024,96.947,3,0.413
Harris Jayaraj,Unn Siripinil,1ZCKASKEdzeql9YWoIIf5u,2007,333348,31,0.64,0.789,0.394,0.00552,0.143,-12.963,0.0292,99.039,4,0.566
Govind Vasantha,Thaabangale,19D5VyqRPp6C1qvVW19kfj,2018,238000,55,0.933,0.338,0.327,0.134,0.166,-10.631,0.0331,89.725,4,0.286
Vijay Antony,Nooru Samigal,2Q58tX5g5JpwTPSpoEtbKm,2021,164386,39,0.599,0.668,0.594,0,0.112,-7.786,0.105,155.854,4,0.621
Thaman S,"Thanimaiye (From ""Aarathu Sinam"")",7v9FMYRAHgjMzTr4TVLHqn,2021,292020,46,0.802,0.355,0.395,0.00158,0.454,-14.617,0.0356,129.071,1,0.495
